order_id,order_date,region,customer_segment,category,fulfillment_mode,units_sold,unit_price,discount,sales,profit,inventory_on_hand,reorder_point,stockout_flag,processing_hours
995,2025-03-13,Quebec,Corporate,Office Supplies,Same Day,2,37.76,0.05,71.74,18.86,201,38,0,8.7
996,2025-08-11,Ontario,Small Business,Home,Pickup,1,86.54,0,86.54,20.33,104,42,0,3.9
997,2025-05-07,Quebec,Small Business,Grocery,Express,4,23.48,0.05,89.22,4.08,207,53,0,4.8
998,2025-12-16,BC,Small Business,Grocery,Standard,4,39.53,0.05,150.21,21.07,47,54,1,6.3
999,2025-11-06,Quebec,Consumer,Apparel,Standard,5,60.45,0.1,272.03,41.65,76,48,0,6.9
1000,2025-06-06,BC,Consumer,Health & Beauty,Pickup,2,20.89,0.15,35.51,7.01,184,55,0,6.9
1001,2025-10-21,Prairies,Consumer,Health & Beauty,Pickup,5,35.46,0,177.3,58.21,118,53,0,3.4
1002,2025-04-12,Atlantic,Consumer,Seasonal,Same Day,1,46.66,0.1,41.99,9.15,130,47,0,6.5
1003,2025-04-07,Prairies,Small Business,Apparel,Pickup,2,42.21,0,84.42,20.94,6,43,1,8.8
1004,2025-10-25,Prairies,Small Business,Home,Express,9,41.44,0.1,335.66,44.65,185,35,0,3.5
1005,2025-05-11,Quebec,Small Business,Seasonal,Same Day,1,36.21,0,36.21,9.04,153,35,0,5.7
1006,2025-06-07,BC,Consumer,Office Supplies,Standard,3,27.34,0,82.02,24.97,89,45,0,8.9
1007,2025-06-01,Quebec,Corporate,Seasonal,Express,3,49.23,0.1,132.92,19.16,196,35,0,7.2
1008,2025-01-07,BC,Consumer,Health & Beauty,Standard,6,21.15,0,126.9,43.57,220,44,0,6.9
1009,2025-12-21,BC,Corporate,Office Supplies,Same Day,2,18.58,0.2,29.73,4.34,58,53,0,4.4
1010,2025-09-09,BC,Consumer,Home,Pickup,4,93.99,0,375.96,92.18,4,47,0,8.7
1011,2025-12-30,Quebec,Small Business,Apparel,Pickup,2,46.47,0,92.94,31.45,195,38,0,6.6
1012,2025-07-09,BC,Consumer,Apparel,Standard,5,57.54,0.15,244.54,54.6,59,32,0,2.2
1013,2025-04-26,Prairies,Corporate,Home,Pickup,3,39.88,0,119.64,27.92,155,48,0,4.1
1014,2025-01-28,Ontario,Consumer,Home,Same Day,3,57.45,0.1,155.12,18.53,52,28,0,6.3
1015,2025-12-23,Quebec,Consumer,Apparel,Express,2,39.2,0,78.4,22.96,106,47,0,6.0
1016,2025-01-16,Ontario,Small Business,Office Supplies,Pickup,4,42.1,0.1,151.56,25.72,47,55,0,5.7
1017,2025-08-12,Atlantic,Consumer,Grocery,Pickup,3,37.53,0,112.59,19.99,162,28,0,6.2
1018,2025-04-02,Quebec,Small Business,Office Supplies,Same Day,4,37.5,0.1,135.0,25.3,106,36,0,4.6
1019,2025-03-30,Prairies,Small Business,Electronics,Pickup,3,196.01,0.1,529.23,22.32,21,55,1,5.1
1020,2025-05-07,Prairies,Consumer,Seasonal,Standard,2,75.51,0,151.02,47.73,10,39,0,4.2
1021,2025-10-05,Atlantic,Consumer,Seasonal,Same Day,1,80.67,0.15,68.57,3.33,160,38,0,4.7
1022,2025-11-08,Prairies,Consumer,Office Supplies,Pickup,5,45.84,0.1,206.28,26.2,140,39,0,3.5
1023,2025-03-24,Prairies,Consumer,Health & Beauty,Pickup,3,11.03,0.1,29.78,4.89,95,21,0,5.0
1024,2025-11-13,Prairies,Consumer,Health & Beauty,Express,1,27.72,0.1,24.95,7.19,144,40,0,9.1
1025,2025-06-12,BC,Consumer,Health & Beauty,Express,5,21.23,0.05,100.84,33.48,173,44,0,7.7
1026,2025-04-14,Atlantic,Small Business,Seasonal,Same Day,2,50.83,0.05,96.58,9.62,91,38,0,2.9
1027,2025-05-26,Quebec,Small Business,Apparel,Standard,3,54.79,0.15,139.71,27.38,163,27,0,5.3
1028,2025-11-01,Quebec,Corporate,Health & Beauty,Standard,1,23.53,0,23.53,8.65,70,52,0,6.7
1029,2025-12-31,Prairies,Small Business,Home,Same Day,4,51.73,0.05,196.57,53.68,14,48,0,7.8
1030,2025-06-29,BC,Consumer,Home,Pickup,3,111.61,0,334.83,95.2,202,41,0,5.4
1031,2025-06-24,Quebec,Consumer,Apparel,Pickup,2,60.28,0,120.56,36.64,205,24,0,9.7
1032,2025-06-04,Atlantic,Corporate,Grocery,Same Day,6,31.75,0,190.5,40.3,112,53,0,5.1
1033,2025-12-13,Quebec,Small Business,Grocery,Same Day,3,15.24,0,45.72,8.13,146,45,0,6.8
1034,2025-04-21,Quebec,Corporate,Office Supplies,Express,4,35.03,0.1,126.11,26.39,107,21,0,4.7
1035,2025-08-29,BC,Consumer,Grocery,Express,2,20.67,0.2,33.07,-0.1,10,50,1,8.3
1036,2025-07-31,Atlantic,Consumer,Office Supplies,Pickup,3,25.22,0.1,68.09,14.91,85,20,0,9.2
1037,2025-12-25,BC,Consumer,Electronics,Same Day,1,109.45,0,109.45,11.15,37,46,1,7.6
1038,2025-07-04,Prairies,Corporate,Seasonal,Standard,4,61.85,0.05,235.03,38.23,25,24,0,6.7
1039,2025-03-29,Quebec,Small Business,Grocery,Standard,3,29.1,0.05,82.94,12.19,140,45,0,3.2
1040,2025-10-08,BC,Corporate,Apparel,Pickup,2,43.86,0,87.72,26.57,17,38,1,7.0
1041,2025-02-14,Atlantic,Consumer,Health & Beauty,Same Day,4,17.26,0.1,62.14,22.17,78,27,0,6.2
1042,2025-03-13,Prairies,Small Business,Seasonal,Standard,5,44.46,0.15,188.96,22.69,64,44,0,5.4
1043,2025-07-30,Prairies,Small Business,Grocery,Standard,2,9.82,0.05,18.66,2.48,55,40,0,6.3
1044,2025-09-28,BC,Corporate,Grocery,Pickup,4,25.59,0,102.36,17.45,150,46,0,9.7
1045,2025-10-13,Ontario,Consumer,Electronics,Same Day,3,66.32,0.1,179.06,18.65,209,20,0,6.3
1046,2025-05-28,Prairies,Corporate,Electronics,Standard,1,114.56,0.15,97.38,-0.77,23,36,1,8.1
1047,2025-10-27,Quebec,Small Business,Apparel,Pickup,7,44.34,0.2,248.3,8.15,78,42,0,1.3
1048,2025-11-30,Ontario,Corporate,Office Supplies,Same Day,5,31.41,0.15,133.49,15.16,110,28,0,6.6
1049,2025-09-04,BC,Consumer,Health & Beauty,Standard,6,36.6,0.15,186.66,42.4,14,22,1,4.6
1050,2025-12-12,Prairies,Consumer,Health & Beauty,Pickup,1,20.92,0,20.92,8.1,144,42,0,8.3
1051,2025-12-24,Quebec,Consumer,Grocery,Pickup,1,20.08,0.1,18.07,1.57,70,34,0,6.0
1052,2025-01-03,Ontario,Small Business,Apparel,Pickup,3,47.2,0,141.6,38.55,58,25,0,7.1
1053,2025-05-27,Prairies,Small Business,Office Supplies,Standard,3,38.02,0,114.06,27.29,8,34,0,5.2
1054,2025-04-02,Ontario,Corporate,Grocery,Same Day,3,11.76,0,35.28,8.93,170,39,0,7.2
1055,2025-08-29,Ontario,Consumer,Seasonal,Express,2,44.83,0.2,71.73,6.48,98,52,0,0.9
1056,2025-06-14,Quebec,Small Business,Apparel,Standard,10,35.43,0.1,318.87,54.63,202,47,0,5.7
1057,2025-05-23,Quebec,Corporate,Office Supplies,Same Day,2,49.49,0,98.98,28.16,17,26,0,8.9
1058,2025-09-20,Quebec,Corporate,Office Supplies,Same Day,5,50.36,0.2,201.44,13.05,32,43,1,8.9
1059,2025-03-09,Quebec,Consumer,Grocery,Express,5,28.96,0.1,130.32,15.45,199,53,0,1.0
1060,2025-04-22,Atlantic,Consumer,Apparel,Pickup,4,62.91,0.1,226.48,60.56,103,54,0,4.0
1061,2025-05-22,Ontario,Corporate,Health & Beauty,Express,5,24.24,0,121.2,40.79,111,53,0,2.1
1062,2025-09-01,Quebec,Consumer,Seasonal,Standard,4,53.85,0.2,172.32,-1.08,188,26,0,6.5
1063,2025-06-18,Ontario,Small Business,Grocery,Standard,1,27.18,0.15,23.1,0.89,189,31,0,4.2
1064,2025-06-03,Quebec,Small Business,Health & Beauty,Standard,3,17.7,0.1,47.79,16.22,35,39,0,5.2
1065,2025-05-27,BC,Corporate,Seasonal,Pickup,1,74.98,0.2,59.98,0.19,191,37,0,1.6
1066,2025-11-19,Atlantic,Small Business,Grocery,Same Day,2,25.38,0,50.76,4.47,4,37,1,7.2
1067,2025-12-05,BC,Consumer,Apparel,Express,4,68.6,0.1,246.96,40.29,119,42,0,4.5
1068,2025-02-27,Atlantic,Small Business,Health & Beauty,Pickup,5,35.02,0,175.1,65.0,118,33,0,9.3
1069,2025-05-02,Prairies,Corporate,Office Supplies,Same Day,5,21.56,0.1,97.02,19.08,176,31,0,6.8
1070,2025-04-29,BC,Small Business,Electronics,Pickup,3,135.94,0.05,387.43,26.91,111,41,0,6.8
1071,2025-07-23,Ontario,Corporate,Home,Same Day,5,92.67,0.15,393.85,-0.63,28,31,0,5.1
1072,2025-05-13,Atlantic,Corporate,Seasonal,Pickup,2,65.67,0,131.34,17.5,87,28,0,7.0
1073,2025-08-14,Prairies,Corporate,Grocery,Pickup,2,13.77,0.15,23.41,0.4,124,47,0,7.9
1074,2025-10-16,Atlantic,Consumer,Apparel,Pickup,2,47.42,0,94.84,34.36,131,53,0,6.9
1075,2025-09-02,BC,Small Business,Seasonal,Pickup,5,5.31,0,26.55,7.22,178,54,0,5.6
1076,2025-07-04,Prairies,Small Business,Apparel,Pickup,4,50.79,0,203.16,67.27,144,47,0,4.3
1077,2025-01-05,BC,Corporate,Home,Standard,2,55.8,0,111.6,34.93,67,42,0,3.2
1078,2025-06-16,Atlantic,Consumer,Office Supplies,Express,4,20.33,0.05,77.25,17.48,22,26,0,4.9
1079,2025-08-19,BC,Consumer,Seasonal,Same Day,4,62.48,0,249.92,46.54,58,43,0,5.9
1080,2025-06-29,Ontario,Small Business,Grocery,Pickup,5,16.65,0.1,74.92,14.01,156,30,0,6.8
1081,2025-06-18,Ontario,Corporate,Health & Beauty,Standard,3,26.89,0.15,68.57,13.98,207,23,0,3.1
1082,2025-06-29,Quebec,Corporate,Grocery,Pickup,7,22.21,0,155.47,41.37,169,24,0,9.8
1083,2025-08-09,Atlantic,Consumer,Home,Same Day,1,40.41,0.05,38.39,8.98,70,28,0,5.7
1084,2025-05-31,BC,Corporate,Apparel,Pickup,4,30.53,0.15,103.8,13.76,219,43,0,4.9
1085,2025-03-13,BC,Corporate,Electronics,Same Day,4,199.45,0,797.8,113.65,145,37,0,9.5
1086,2025-05-27,BC,Small Business,Office Supplies,Pickup,2,49.01,0,98.02,33.81,205,33,0,2.7
1087,2025-10-11,Ontario,Corporate,Grocery,Pickup,2,24.06,0.15,40.9,2.56,146,27,0,6.5
1088,2025-10-09,Quebec,Corporate,Apparel,Standard,3,63.22,0,189.66,51.33,32,48,1,7.8
1089,2025-09-12,Ontario,Small Business,Grocery,Standard,1,9.65,0,9.65,1.87,101,23,0,5.0
1090,2025-11-01,Ontario,Small Business,Seasonal,Express,6,50.18,0.1,270.97,31.99,129,40,0,6.0
1091,2025-03-31,Ontario,Corporate,Apparel,Express,4,39.76,0,159.04,55.87,68,42,0,7.0
1092,2025-12-11,BC,Corporate,Electronics,Express,2,85.25,0,170.5,25.59,96,26,0,5.0
1093,2025-07-27,BC,Small Business,Health & Beauty,Same Day,2,15.37,0.15,26.13,5.47,184,47,0,9.9
1094,2025-01-27,Ontario,Small Business,Seasonal,Express,3,41.41,0.2,99.38,5.02,35,43,1,8.7
1095,2025-06-24,Quebec,Small Business,Seasonal,Express,5,69.89,0,349.45,77.28,106,35,0,8.6
1096,2025-08-07,BC,Corporate,Office Supplies,Express,2,29.18,0,58.36,14.84,65,53,0,3.7
1097,2025-02-18,Quebec,Small Business,Health & Beauty,Express,1,31.0,0.2,24.8,5.88,35,33,0,5.7
1098,2025-10-23,BC,Consumer,Apparel,Express,5,41.78,0.15,177.56,22.6,20,37,0,1.6
1099,2025-09-20,BC,Consumer,Seasonal,Express,3,78.14,0.1,210.98,37.36,78,50,0,4.1
1100,2025-04-13,Prairies,Corporate,Seasonal,Express,4,47.01,0.15,159.83,4.59,65,43,0,6.3
1101,2025-09-08,Atlantic,Consumer,Seasonal,Express,4,35.14,0,140.56,27.79,4,35,0,6.4
1102,2025-12-25,Quebec,Consumer,Apparel,Standard,6,44.75,0,268.5,87.35,158,50,0,6.9
1103,2025-06-19,Ontario,Small Business,Office Supplies,Standard,1,38.81,0.15,32.99,3.74,128,39,0,5.2
1104,2025-06-21,BC,Corporate,Grocery,Express,4,22.66,0.05,86.11,14.54,33,51,1,5.8
1105,2025-01-05,BC,Small Business,Grocery,Pickup,4,27.59,0,110.36,22.6,55,30,0,5.1
1106,2025-05-06,Atlantic,Small Business,Health & Beauty,Pickup,5,33.58,0.15,142.71,39.26,36,50,1,9.5
1107,2025-09-25,Quebec,Consumer,Seasonal,Express,6,62.09,0,372.54,62.34,196,29,0,4.6
1108,2025-02-27,Prairies,Corporate,Seasonal,Express,4,66.74,0.15,226.92,33.1,198,41,0,4.9
1109,2025-01-01,BC,Consumer,Seasonal,Express,1,49.3,0.2,39.44,0.5,162,28,0,7.2
1110,2025-01-31,Atlantic,Corporate,Health & Beauty,Standard,5,28.98,0.15,123.17,28.34,204,27,0,5.3
1111,2025-01-13,BC,Small Business,Electronics,Express,8,221.13,0,1769.04,312.1,33,25,0,2.7
1112,2025-11-26,Prairies,Corporate,Home,Express,1,84.76,0,84.76,18.46,106,47,0,6.2
1113,2025-07-31,Atlantic,Corporate,Health & Beauty,Pickup,2,32.78,0,65.56,24.97,186,37,0,3.8
1114,2025-01-07,Ontario,Corporate,Office Supplies,Express,3,19.33,0.1,52.19,10.12,153,31,0,5.2
1115,2025-08-15,Quebec,Small Business,Home,Same Day,1,90.28,0,90.28,23.55,139,29,0,7.2
1116,2025-04-03,Quebec,Consumer,Seasonal,Same Day,2,20.09,0.15,34.15,4.75,194,53,0,2.6
1117,2025-05-13,Atlantic,Small Business,Grocery,Same Day,3,27.38,0.2,65.71,3.67,102,32,0,4.1
1118,2025-06-22,BC,Small Business,Home,Standard,4,95.84,0,383.36,86.77,84,55,0,4.1
1119,2025-05-01,Quebec,Corporate,Health & Beauty,Same Day,2,18.08,0.05,34.35,9.63,169,20,0,6.4
1120,2025-04-05,Prairies,Consumer,Electronics,Same Day,5,141.14,0,705.7,122.76,41,36,0,7.4
1121,2025-06-30,Ontario,Corporate,Office Supplies,Same Day,2,35.36,0.2,56.58,8.65,135,31,0,1.5
1122,2025-02-14,Quebec,Corporate,Home,Same Day,5,66.25,0,331.25,112.99,185,41,0,2.5
1123,2025-08-26,Prairies,Small Business,Electronics,Express,5,80.37,0,401.85,48.9,8,23,0,5.5
1124,2025-06-20,Atlantic,Consumer,Health & Beauty,Express,3,18.2,0.05,51.87,16.92,17,28,0,5.6
1125,2025-10-06,Prairies,Consumer,Office Supplies,Same Day,4,8.46,0,33.84,9.6,203,29,0,7.3
1126,2025-02-06,Ontario,Small Business,Grocery,Express,5,22.56,0.2,90.24,-3.3,212,28,0,7.0
1127,2025-04-19,BC,Corporate,Health & Beauty,Same Day,1,18.29,0,18.29,6.31,1,42,0,7.8
1128,2025-12-12,Quebec,Consumer,Office Supplies,Standard,2,38.85,0,77.7,21.79,102,23,0,8.4
1129,2025-03-14,Atlantic,Consumer,Seasonal,Express,2,20.3,0.15,34.51,4.57,151,54,0,5.4
1130,2025-06-16,BC,Consumer,Home,Same Day,1,58.81,0.1,52.93,7.75,212,39,0,8.0
1131,2025-11-21,Quebec,Consumer,Office Supplies,Pickup,4,33.97,0.05,129.09,33.04,52,20,0,6.1
1132,2025-01-14,Quebec,Corporate,Health & Beauty,Same Day,4,28.95,0.2,92.64,18.35,20,33,1,11.3
1133,2025-01-20,Quebec,Consumer,Home,Standard,5,68.73,0,343.65,90.75,84,37,0,8.0
1134,2025-09-08,BC,Small Business,Grocery,Same Day,3,25.83,0.05,73.62,13.8,140,54,0,10.6
1135,2025-01-23,BC,Small Business,Grocery,Express,3,30.43,0.05,86.73,9.17,153,55,0,5.2
1136,2025-09-15,Prairies,Consumer,Grocery,Pickup,1,28.59,0.15,24.3,3.65,142,39,0,8.6
1137,2025-08-21,Ontario,Consumer,Health & Beauty,Pickup,3,23.67,0.1,63.91,13.12,199,21,0,7.3
1138,2025-08-06,BC,Small Business,Health & Beauty,Express,4,20.5,0,82.0,27.01,197,42,0,6.9
1139,2025-11-17,Quebec,Consumer,Seasonal,Express,6,77.06,0.2,369.89,22.55,212,31,0,5.5
1140,2025-09-14,Quebec,Corporate,Electronics,Pickup,2,6.25,0.05,11.88,2.05,4,36,1,9.3
1141,2025-12-25,Quebec,Consumer,Seasonal,Express,5,48.46,0,242.3,46.05,24,26,1,6.6
1142,2025-09-09,Atlantic,Small Business,Home,Same Day,5,60.36,0.2,241.44,33.31,69,28,0,4.2
1143,2025-10-01,Quebec,Corporate,Grocery,Same Day,1,16.7,0,16.7,2.59,102,48,0,5.7
1144,2025-03-26,Atlantic,Corporate,Health & Beauty,Pickup,7,31.5,0.15,187.42,35.44,50,27,0,3.7
1145,2025-08-09,Ontario,Small Business,Grocery,Same Day,6,16.01,0.05,91.26,13.4,153,20,0,4.5
1146,2025-01-05,Prairies,Small Business,Home,Pickup,7,78.04,0.05,518.97,69.33,39,20,0,7.7
1147,2025-09-29,Quebec,Consumer,Apparel,Standard,6,31.21,0.15,159.17,32.76,102,35,0,5.2
1148,2025-06-28,Quebec,Small Business,Office Supplies,Express,6,19.47,0,116.82,27.1,214,32,0,6.3
1149,2025-03-27,Ontario,Small Business,Home,Same Day,3,94.1,0.05,268.18,63.63,210,41,0,1.0
1150,2025-09-18,Atlantic,Small Business,Electronics,Standard,1,195.89,0.15,166.51,17.4,122,51,0,3.6
1151,2025-01-31,BC,Small Business,Seasonal,Express,4,40.57,0,162.28,26.31,64,49,0,6.4
1152,2025-11-07,Ontario,Corporate,Health & Beauty,Same Day,3,25.28,0.1,68.26,22.32,82,46,0,7.2
1153,2025-05-20,Prairies,Consumer,Apparel,Pickup,4,38.38,0,153.52,49.57,97,26,0,5.6
1154,2025-01-01,Ontario,Corporate,Office Supplies,Standard,2,51.09,0,102.18,33.6,99,23,0,4.6
1155,2025-03-17,BC,Corporate,Office Supplies,Express,4,27.05,0.05,102.79,17.6,63,35,0,1.9
1156,2025-04-17,BC,Consumer,Home,Express,6,61.88,0.15,315.59,40.2,106,22,0,6.9
1157,2025-08-15,Ontario,Consumer,Seasonal,Same Day,1,57.71,0,57.71,13.06,23,50,1,8.6
1158,2025-01-26,Prairies,Consumer,Grocery,Standard,6,15.18,0,91.08,17.73,151,40,0,3.1
1159,2025-06-27,Ontario,Consumer,Home,Pickup,1,66.46,0.05,63.14,15.42,51,25,0,7.2
1160,2025-12-21,Prairies,Corporate,Office Supplies,Same Day,3,13.71,0.05,39.07,8.45,40,43,1,9.4
1161,2025-05-14,Ontario,Consumer,Electronics,Express,2,152.22,0,304.44,56.09,63,31,0,2.3
1162,2025-03-29,Ontario,Consumer,Office Supplies,Express,1,18.33,0.05,17.41,3.96,107,37,0,6.4
1163,2025-12-20,Prairies,Consumer,Electronics,Same Day,4,255.36,0.1,919.3,123.83,60,45,0,2.1
1164,2025-04-02,Quebec,Consumer,Health & Beauty,Same Day,8,27.35,0,218.8,78.85,47,50,0,3.6
1165,2025-04-29,BC,Corporate,Seasonal,Same Day,6,44.31,0.2,212.69,11.17,55,34,0,2.3
1166,2025-07-11,Quebec,Small Business,Office Supplies,Same Day,3,23.22,0.05,66.18,12.24,207,44,0,6.4
1167,2025-07-08,BC,Corporate,Seasonal,Same Day,4,76.55,0,306.2,70.1,138,20,0,7.0
1168,2025-02-25,Ontario,Corporate,Office Supplies,Pickup,3,61.95,0,185.85,58.84,157,24,0,6.8
1169,2025-08-16,Quebec,Small Business,Grocery,Same Day,4,36.01,0.05,136.84,13.49,58,38,0,7.0
1170,2025-12-10,Prairies,Corporate,Electronics,Express,4,220.18,0,880.72,127.02,183,51,0,5.8
1171,2025-07-12,Ontario,Small Business,Office Supplies,Same Day,7,39.88,0,279.16,67.13,216,44,0,2.9
1172,2025-06-03,Quebec,Consumer,Electronics,Express,3,232.52,0.15,592.93,18.3,187,21,0,8.6
1173,2025-08-05,Quebec,Small Business,Health & Beauty,Express,5,22.01,0.15,93.54,16.89,175,54,0,5.9
1174,2025-11-16,Quebec,Consumer,Office Supplies,Standard,3,27.56,0,82.68,20.1,78,38,0,5.1
1175,2025-06-08,Ontario,Consumer,Seasonal,Same Day,4,37.07,0.2,118.62,12.21,78,24,0,4.4
1176,2025-06-22,Prairies,Corporate,Home,Pickup,2,71.8,0,143.6,33.9,7,55,1,8.8
1177,2025-04-10,Ontario,Consumer,Office Supplies,Same Day,5,38.32,0,191.6,46.28,140,23,0,5.0
1178,2025-12-26,Ontario,Consumer,Office Supplies,Pickup,5,57.42,0,287.1,78.61,47,50,1,7.3
1179,2025-09-21,Quebec,Consumer,Home,Pickup,4,90.8,0,363.2,87.9,90,24,0,5.4
1180,2025-10-10,Ontario,Corporate,Home,Same Day,1,126.44,0.15,107.47,17.18,141,32,0,2.6
1181,2025-02-15,Atlantic,Small Business,Seasonal,Express,3,50.0,0,150.0,35.15,50,26,0,4.5
1182,2025-06-13,Atlantic,Corporate,Health & Beauty,Same Day,6,29.66,0,177.96,59.28,209,50,0,6.4
1183,2025-10-13,Quebec,Consumer,Home,Standard,5,119.01,0.1,535.55,80.54,129,26,0,1.7
1184,2025-03-09,Atlantic,Consumer,Electronics,Pickup,2,229.77,0.15,390.61,17.51,37,36,0,8.9
1185,2025-07-16,Quebec,Consumer,Office Supplies,Express,5,35.3,0.15,150.03,20.28,21,48,1,11.0
1186,2025-12-29,BC,Corporate,Home,Pickup,3,48.48,0,145.44,30.06,106,22,0,5.6
1187,2025-10-23,Quebec,Small Business,Apparel,Pickup,2,60.42,0,120.84,31.24,137,49,0,5.6
1188,2025-01-08,Ontario,Consumer,Home,Express,1,70.02,0,70.02,21.86,23,42,0,6.4
1189,2025-11-03,Ontario,Consumer,Home,Express,1,62.37,0,62.37,15.94,102,35,0,3.7
1190,2025-11-14,Prairies,Small Business,Office Supplies,Express,1,37.31,0,37.31,10.44,173,54,0,4.2
1191,2025-09-11,Atlantic,Corporate,Electronics,Same Day,8,215.58,0,1724.64,152.53,129,38,0,6.3
1192,2025-09-13,Atlantic,Consumer,Apparel,Standard,5,24.29,0.05,115.38,25.68,79,53,0,4.3
1193,2025-11-11,Ontario,Corporate,Home,Same Day,3,71.73,0,215.19,46.63,204,35,0,7.9
1194,2025-11-13,Prairies,Small Business,Health & Beauty,Pickup,4,18.24,0,72.96,24.12,163,39,0,4.4
1195,2025-09-18,Atlantic,Consumer,Health & Beauty,Express,3,13.83,0,41.49,13.08,5,26,1,9.4
1196,2025-10-06,Ontario,Small Business,Office Supplies,Standard,1,27.38,0,27.38,6.28,81,22,0,5.5
1197,2025-04-14,Prairies,Corporate,Home,Same Day,1,96.3,0,96.3,30.65,172,40,0,7.6
1198,2025-04-16,Ontario,Small Business,Grocery,Express,2,27.68,0.2,44.29,-3.25,171,38,0,6.7
1199,2025-08-31,Prairies,Small Business,Electronics,Express,4,169.32,0.1,609.55,47.15,199,45,0,8.9
1200,2025-04-23,Ontario,Corporate,Office Supplies,Standard,3,28.43,0.1,76.76,15.48,189,38,0,3.5
1201,2025-05-14,Atlantic,Consumer,Health & Beauty,Pickup,1,33.14,0.1,29.83,8.17,131,55,0,4.5
1202,2025-09-18,Ontario,Consumer,Grocery,Express,1,23.78,0.05,22.59,3.04,29,54,0,5.3
1203,2025-06-14,BC,Consumer,Seasonal,Standard,6,46.87,0,281.22,93.0,177,42,0,2.2
1204,2025-03-01,Prairies,Corporate,Home,Same Day,6,64.99,0.1,350.95,52.74,12,53,1,7.5
1205,2025-10-13,Ontario,Corporate,Apparel,Pickup,2,65.78,0.05,124.98,29.56,133,51,0,6.7
1206,2025-05-12,Atlantic,Corporate,Electronics,Pickup,8,167.68,0.15,1140.22,20.51,28,24,0,7.9
1207,2025-08-18,Prairies,Consumer,Grocery,Same Day,3,19.48,0,58.44,10.68,52,52,0,4.4
1208,2025-03-08,Atlantic,Corporate,Apparel,Express,5,39.76,0.05,188.86,51.7,166,29,0,3.7
1209,2025-11-25,BC,Consumer,Seasonal,Express,1,37.31,0,37.31,7.64,108,34,0,0.5
1210,2025-08-13,Quebec,Consumer,Grocery,Same Day,3,15.44,0,46.32,10.9,25,23,0,5.4
1211,2025-02-24,BC,Small Business,Electronics,Same Day,5,217.66,0,1088.3,130.34,209,36,0,3.6
1212,2025-01-16,Ontario,Consumer,Health & Beauty,Express,8,32.27,0.1,232.34,60.72,153,25,0,9.6
1213,2025-08-10,Prairies,Corporate,Electronics,Express,2,128.52,0.2,205.63,-3.1,71,49,0,3.2
1214,2025-11-05,Prairies,Corporate,Electronics,Standard,5,173.46,0.05,823.94,69.23,77,40,0,5.3
1215,2025-03-19,BC,Corporate,Seasonal,Same Day,6,84.65,0,507.9,163.22,51,38,0,10.8
1216,2025-02-05,Atlantic,Consumer,Seasonal,Same Day,6,56.69,0.15,289.12,13.23,201,48,0,9.3
1217,2025-01-05,Ontario,Consumer,Office Supplies,Express,2,13.42,0.1,24.16,6.52,168,46,0,7.6
1218,2025-05-22,Ontario,Corporate,Apparel,Express,4,23.95,0.15,81.43,15.16,55,37,0,5.7
1219,2025-09-27,Atlantic,Consumer,Electronics,Express,4,5,0.15,17.0,0.96,35,44,0,7.0
1220,2025-06-03,Ontario,Corporate,Health & Beauty,Standard,3,43.76,0.2,105.02,23.22,152,42,0,5.2
1221,2025-08-29,BC,Corporate,Office Supplies,Express,1,42.04,0.2,33.63,5.19,114,21,0,5.0
1222,2025-06-15,Prairies,Corporate,Home,Standard,6,71.92,0,431.52,96.55,64,52,0,8.1
1223,2025-04-24,Prairies,Corporate,Health & Beauty,Pickup,5,30.72,0.1,138.24,43.0,74,24,0,9.2
1224,2025-11-10,Ontario,Small Business,Office Supplies,Standard,1,23.32,0,23.32,5.46,191,49,0,3.9
1225,2025-12-28,Quebec,Consumer,Seasonal,Standard,1,44.37,0.1,39.93,9.22,89,28,0,3.4
1226,2025-08-17,Prairies,Small Business,Health & Beauty,Same Day,3,52.1,0,156.3,56.11,166,43,0,4.6
1227,2025-11-23,BC,Small Business,Seasonal,Same Day,2,29.3,0.15,49.81,2.2,168,34,0,5.1
1228,2025-01-19,BC,Consumer,Office Supplies,Standard,2,34.87,0,69.74,14.73,138,52,0,6.4
1229,2025-02-02,BC,Small Business,Apparel,Same Day,4,56.19,0.05,213.52,50.66,93,34,0,5.2
1230,2025-05-10,Ontario,Small Business,Seasonal,Express,7,50.37,0,352.59,83.2,3,38,1,10.3
1231,2025-05-18,Prairies,Small Business,Apparel,Express,6,46.08,0,276.48,64.52,60,41,0,4.4
1232,2025-11-09,BC,Consumer,Seasonal,Standard,3,66.57,0,199.71,43.21,11,40,0,5.1
1233,2025-05-03,BC,Consumer,Health & Beauty,Standard,2,40.88,0.05,77.67,23.22,51,39,0,4.3
1234,2025-03-25,Ontario,Corporate,Home,Pickup,5,85.69,0,428.45,96.75,30,24,0,3.2
1235,2025-02-14,Quebec,Small Business,Electronics,Pickup,4,215.72,0.15,733.45,-24.69,124,47,0,6.4
1236,2025-11-20,BC,Small Business,Home,Standard,2,115.61,0.15,196.54,24.51,98,37,0,4.7
1237,2025-01-17,BC,Corporate,Health & Beauty,Express,1,5.16,0,5.16,2.06,3,49,0,1.0
1238,2025-02-09,BC,Corporate,Home,Standard,7,96.45,0.2,540.12,55.92,84,52,0,2.8
1239,2025-10-12,Quebec,Consumer,Seasonal,Same Day,4,52.36,0.15,178.02,25.49,76,29,0,6.7
